file,label
26720.wav,real
26721.wav,real
26722.wav,real
26723.wav,fake
26724.wav,real
26725.wav,real
26726.wav,real
26727.wav,real
26728.wav,real
26729.wav,fake
26730.wav,fake
26731.wav,real
26732.wav,real
26733.wav,fake
26734.wav,real
26735.wav,real
26736.wav,real
26737.wav,real
26738.wav,real
26739.wav,real
26740.wav,real
26741.wav,real
26742.wav,fake
26743.wav,real
26744.wav,real
26745.wav,real
26746.wav,fake
26747.wav,real
26748.wav,real
26749.wav,real
26750.wav,real
26751.wav,real
26752.wav,fake
26753.wav,real
26754.wav,real
26755.wav,real
26756.wav,fake
26757.wav,real
26758.wav,real
26759.wav,real
26760.wav,fake
26761.wav,real
26762.wav,real
26763.wav,fake
26764.wav,real
26765.wav,real
26766.wav,real
26767.wav,real
26768.wav,real
26769.wav,real
26770.wav,fake
26771.wav,real
26772.wav,real
26773.wav,real
26774.wav,real
26775.wav,real
26776.wav,fake
26777.wav,fake
26778.wav,real
26779.wav,fake
26780.wav,real
26781.wav,real
26782.wav,real
26783.wav,real
26784.wav,fake
26785.wav,fake
26786.wav,real
26787.wav,real
26788.wav,real
26789.wav,real
26790.wav,real
26791.wav,real
26792.wav,real
26793.wav,fake
26794.wav,fake
26795.wav,real
26796.wav,real
26797.wav,fake
26798.wav,real
26799.wav,fake
26800.wav,real
26801.wav,fake
26802.wav,real
26803.wav,real
26804.wav,real
26805.wav,real
26806.wav,real
26807.wav,real
26808.wav,real
26809.wav,fake
26810.wav,real
26811.wav,fake
26812.wav,real
26813.wav,real
26814.wav,real
26815.wav,real
26816.wav,fake
26817.wav,real
26818.wav,real
26819.wav,real
26820.wav,fake
26821.wav,real
26822.wav,fake
26823.wav,fake
26824.wav,fake
26825.wav,fake
26826.wav,fake
26827.wav,fake
26828.wav,real
26829.wav,real
26830.wav,real
26831.wav,real
26832.wav,real
26833.wav,real
26834.wav,fake
26835.wav,real
26836.wav,real
26837.wav,real
26838.wav,real
26839.wav,fake
26840.wav,fake
26841.wav,real
26842.wav,real
26843.wav,real
26844.wav,real
26845.wav,fake
26846.wav,real
26847.wav,real
26848.wav,real
26849.wav,real
26850.wav,fake
26851.wav,fake
26852.wav,real
26853.wav,real
26854.wav,real
26855.wav,real
26856.wav,real
26857.wav,real
26858.wav,real
26859.wav,fake
26860.wav,real
26861.wav,real
26862.wav,fake
26863.wav,real
26864.wav,real
26865.wav,real
26866.wav,real
26867.wav,fake
26868.wav,real
26869.wav,real
26870.wav,real
26871.wav,real
26872.wav,real
26873.wav,real
26874.wav,fake
26875.wav,real
26876.wav,fake
26877.wav,real
26878.wav,fake
26879.wav,real
26880.wav,real
26881.wav,real
26882.wav,fake
26883.wav,fake
26884.wav,fake
26885.wav,real
26886.wav,real
26887.wav,fake
26888.wav,fake
26889.wav,real
26890.wav,real
26891.wav,real
26892.wav,real
26893.wav,fake
26894.wav,real
26895.wav,fake
26896.wav,real
26897.wav,real
26898.wav,real
26899.wav,real
26900.wav,real
26901.wav,real
26902.wav,fake
26903.wav,real
26904.wav,real
26905.wav,real
26906.wav,fake
26907.wav,real
26908.wav,real
26909.wav,real
26910.wav,real
26911.wav,fake
26912.wav,real
26913.wav,fake
26914.wav,fake
26915.wav,real
26916.wav,real
26917.wav,real
26918.wav,fake
26919.wav,real
26920.wav,real
26921.wav,real
26922.wav,real
26923.wav,fake
26924.wav,real
26925.wav,real
26926.wav,real
26927.wav,real
26928.wav,fake
26929.wav,real
26930.wav,fake
26931.wav,real
26932.wav,real
26933.wav,real
26934.wav,fake
26935.wav,fake
26936.wav,real
26937.wav,real
26938.wav,fake
26939.wav,real
26940.wav,fake
26941.wav,real
26942.wav,real
26943.wav,real
26944.wav,real
26945.wav,fake
26946.wav,fake
26947.wav,fake
26948.wav,fake
26949.wav,real
26950.wav,real
26951.wav,real
26952.wav,real
26953.wav,real
26954.wav,fake
26955.wav,real
26956.wav,real
26957.wav,real
26958.wav,real
26959.wav,real
26960.wav,real
26961.wav,real
26962.wav,real
26963.wav,fake
26964.wav,fake
26965.wav,real
26966.wav,real
26967.wav,real
26968.wav,real
26969.wav,fake
26970.wav,real
26971.wav,real
26972.wav,real
26973.wav,real
26974.wav,real
26975.wav,real
26976.wav,real
26977.wav,fake
26978.wav,real
26979.wav,real
26980.wav,real
26981.wav,real
26982.wav,real
26983.wav,real
26984.wav,fake
26985.wav,real
26986.wav,real
26987.wav,real
26988.wav,fake
26989.wav,fake
26990.wav,real
26991.wav,real
26992.wav,real
26993.wav,real
26994.wav,real
26995.wav,fake
26996.wav,real
26997.wav,fake
26998.wav,real
26999.wav,real
27000.wav,real
27001.wav,real
27002.wav,real
27003.wav,real
27004.wav,real
27005.wav,real
27006.wav,fake
27007.wav,fake
27008.wav,real
27009.wav,real
27010.wav,real
27011.wav,real
27012.wav,fake
27013.wav,fake
27014.wav,real
27015.wav,fake
27016.wav,fake
27017.wav,fake
27018.wav,real
27019.wav,real
27020.wav,fake
27021.wav,real
27022.wav,real
27023.wav,fake
27024.wav,real
27025.wav,fake
27026.wav,real
27027.wav,fake
27028.wav,real
27029.wav,real
27030.wav,real
27031.wav,fake
27032.wav,real
27033.wav,real
27034.wav,real
27035.wav,fake
27036.wav,fake
27037.wav,real
27038.wav,fake
27039.wav,real
27040.wav,real
27041.wav,real
27042.wav,fake
27043.wav,real
27044.wav,real
27045.wav,real
27046.wav,real
27047.wav,real
27048.wav,real
27049.wav,real
27050.wav,fake
27051.wav,real
27052.wav,fake
27053.wav,fake
27054.wav,fake
27055.wav,real
27056.wav,real
27057.wav,real
27058.wav,real
27059.wav,real
27060.wav,fake
27061.wav,real
27062.wav,fake
27063.wav,fake
27064.wav,real
27065.wav,fake
27066.wav,fake
27067.wav,real
27068.wav,fake
27069.wav,real
27070.wav,fake
27071.wav,real
27072.wav,real
27073.wav,fake
27074.wav,fake
27075.wav,real
27076.wav,real
27077.wav,fake
27078.wav,real
27079.wav,real
27080.wav,fake
27081.wav,real
27082.wav,real
27083.wav,fake
27084.wav,fake
27085.wav,fake
27086.wav,fake
27087.wav,real
27088.wav,real
27089.wav,real
27090.wav,real
27091.wav,real
27092.wav,fake
27093.wav,real
27094.wav,real
27095.wav,real
27096.wav,real
27097.wav,real
27098.wav,fake
27099.wav,real
27100.wav,fake
27101.wav,fake
27102.wav,real
27103.wav,real
27104.wav,fake
27105.wav,fake
27106.wav,fake
27107.wav,fake
27108.wav,fake
27109.wav,real
27110.wav,real
27111.wav,real
27112.wav,real
27113.wav,fake
27114.wav,fake
27115.wav,real
27116.wav,real
27117.wav,fake
27118.wav,real
27119.wav,real
27120.wav,real
27121.wav,fake
27122.wav,real
27123.wav,fake
27124.wav,real
27125.wav,real
27126.wav,real
27127.wav,real
27128.wav,fake
27129.wav,fake
27130.wav,real
27131.wav,fake
27132.wav,real
27133.wav,real
27134.wav,fake
27135.wav,fake
27136.wav,real
27137.wav,real
27138.wav,real
27139.wav,real
27140.wav,real
27141.wav,fake
27142.wav,real
27143.wav,fake
27144.wav,real
27145.wav,real
27146.wav,real
27147.wav,fake
27148.wav,real
27149.wav,fake
27150.wav,real
27151.wav,real
27152.wav,real
27153.wav,real
27154.wav,real
27155.wav,fake
27156.wav,real
27157.wav,real
27158.wav,fake
27159.wav,fake
27160.wav,real
27161.wav,real
27162.wav,fake
27163.wav,fake
27164.wav,fake
27165.wav,real
27166.wav,real
27167.wav,fake
27168.wav,fake
27169.wav,real
27170.wav,real
27171.wav,real
27172.wav,real
27173.wav,fake
27174.wav,fake
27175.wav,real
27176.wav,real
27177.wav,real
27178.wav,real
27179.wav,fake
27180.wav,real
27181.wav,real
27182.wav,real
27183.wav,real
27184.wav,real
27185.wav,fake
27186.wav,real
27187.wav,real
27188.wav,fake
27189.wav,fake
27190.wav,real
27191.wav,real
27192.wav,real
27193.wav,real
27194.wav,real
27195.wav,fake
27196.wav,real
27197.wav,fake
27198.wav,real
27199.wav,real
27200.wav,fake
27201.wav,real
27202.wav,real
27203.wav,fake
27204.wav,fake
27205.wav,fake
27206.wav,real
27207.wav,real
27208.wav,real
27209.wav,real
27210.wav,real
27211.wav,fake
27212.wav,fake
27213.wav,real
27214.wav,real
27215.wav,fake
27216.wav,fake
27217.wav,real
27218.wav,fake
27219.wav,real
27220.wav,fake
27221.wav,real
27222.wav,fake
27223.wav,real
27224.wav,real
27225.wav,fake
27226.wav,real
27227.wav,fake
27228.wav,real
27229.wav,real
27230.wav,real
27231.wav,fake
27232.wav,real
27233.wav,fake
27234.wav,fake
27235.wav,real
27236.wav,fake
27237.wav,real
27238.wav,fake
27239.wav,real
27240.wav,real
27241.wav,real
27242.wav,fake
27243.wav,real
27244.wav,real
27245.wav,fake
27246.wav,real
27247.wav,real
27248.wav,real
27249.wav,real
27250.wav,real
27251.wav,real
27252.wav,fake
27253.wav,fake
27254.wav,fake
27255.wav,real
27256.wav,real
27257.wav,real
27258.wav,real
27259.wav,real
27260.wav,real
27261.wav,real
27262.wav,fake
27263.wav,real
27264.wav,fake
27265.wav,real
27266.wav,real
27267.wav,real
27268.wav,fake
27269.wav,fake
27270.wav,fake
27271.wav,real
27272.wav,fake
27273.wav,real
27274.wav,fake
27275.wav,real
27276.wav,real
27277.wav,fake
27278.wav,fake
27279.wav,real
27280.wav,real
27281.wav,real
27282.wav,fake
27283.wav,real
27284.wav,real
27285.wav,real
27286.wav,real
27287.wav,real
27288.wav,real
27289.wav,real
27290.wav,real
27291.wav,fake
27292.wav,fake
27293.wav,real
27294.wav,real
27295.wav,real
27296.wav,real
27297.wav,real
27298.wav,fake
27299.wav,real
27300.wav,real
27301.wav,fake
27302.wav,real
27303.wav,real
27304.wav,fake
27305.wav,real
27306.wav,real
27307.wav,real
27308.wav,fake
27309.wav,fake
27310.wav,fake
27311.wav,real
27312.wav,real
27313.wav,fake
27314.wav,fake
27315.wav,fake
27316.wav,fake
27317.wav,fake
27318.wav,fake
27319.wav,fake
27320.wav,real
27321.wav,real
27322.wav,real
27323.wav,real
27324.wav,real
27325.wav,fake
27326.wav,real
27327.wav,real
27328.wav,real
27329.wav,fake
27330.wav,real
27331.wav,fake
27332.wav,real
27333.wav,real
27334.wav,fake
27335.wav,fake
27336.wav,real
27337.wav,fake
27338.wav,real
27339.wav,real
27340.wav,fake
27341.wav,fake
27342.wav,fake
27343.wav,fake
27344.wav,fake
27345.wav,real
27346.wav,real
27347.wav,real
27348.wav,real
27349.wav,real
27350.wav,fake
27351.wav,fake
27352.wav,fake
27353.wav,real
27354.wav,fake
27355.wav,real
27356.wav,fake
27357.wav,real
27358.wav,fake
27359.wav,real
27360.wav,real
27361.wav,fake
27362.wav,fake
27363.wav,real
27364.wav,real
27365.wav,real
27366.wav,real
27367.wav,real
27368.wav,fake
27369.wav,real
27370.wav,fake
27371.wav,fake
27372.wav,fake
27373.wav,fake
27374.wav,fake
27375.wav,real
27376.wav,fake
27377.wav,real
27378.wav,real
27379.wav,real
27380.wav,real
27381.wav,real
27382.wav,fake
27383.wav,real
27384.wav,real
27385.wav,fake
27386.wav,fake
27387.wav,real
27388.wav,real
27389.wav,real
27390.wav,fake
27391.wav,real
27392.wav,fake
27393.wav,fake
27394.wav,real
27395.wav,real
27396.wav,real
27397.wav,real
27398.wav,fake
27399.wav,fake
27400.wav,real
27401.wav,real
27402.wav,real
27403.wav,fake
27404.wav,fake
27405.wav,real
27406.wav,real
27407.wav,fake
27408.wav,real
27409.wav,real
27410.wav,fake
27411.wav,fake
27412.wav,real
27413.wav,real
27414.wav,real
27415.wav,real
27416.wav,real
27417.wav,real
27418.wav,fake
27419.wav,real
27420.wav,real
27421.wav,real
27422.wav,real
27423.wav,fake
27424.wav,fake
27425.wav,real
27426.wav,real
27427.wav,real
27428.wav,real
27429.wav,fake
27430.wav,fake
27431.wav,fake
27432.wav,real
27433.wav,real
27434.wav,real
27435.wav,real
27436.wav,real
27437.wav,real
27438.wav,fake
27439.wav,real
27440.wav,real
27441.wav,real
27442.wav,fake
27443.wav,real
27444.wav,real
27445.wav,real
27446.wav,fake
27447.wav,real
27448.wav,real
27449.wav,real
27450.wav,fake
27451.wav,real
27452.wav,fake
27453.wav,real
27454.wav,real
27455.wav,real
27456.wav,real
27457.wav,real
27458.wav,real
27459.wav,fake
27460.wav,fake
27461.wav,real
27462.wav,fake
27463.wav,real
27464.wav,real
27465.wav,real
27466.wav,real
27467.wav,real
27468.wav,real
27469.wav,real
27470.wav,real
27471.wav,real
27472.wav,real
27473.wav,real
27474.wav,real
27475.wav,real
27476.wav,real
27477.wav,fake
27478.wav,real
27479.wav,real
27480.wav,real
27481.wav,real
27482.wav,real
27483.wav,fake
27484.wav,fake
27485.wav,fake
27486.wav,fake
27487.wav,real
27488.wav,real
27489.wav,real
27490.wav,real
27491.wav,real
27492.wav,fake
27493.wav,fake
27494.wav,fake
27495.wav,fake
27496.wav,fake
27497.wav,real
27498.wav,fake
27499.wav,real
27500.wav,real
27501.wav,fake
27502.wav,real
27503.wav,real
27504.wav,fake
27505.wav,real
27506.wav,real
27507.wav,fake
27508.wav,real
27509.wav,real
27510.wav,real
27511.wav,real
27512.wav,real
27513.wav,fake
27514.wav,real
27515.wav,fake
27516.wav,fake
27517.wav,real
27518.wav,fake
27519.wav,real
27520.wav,fake
27521.wav,fake
27522.wav,real
27523.wav,real
27524.wav,fake
27525.wav,real
27526.wav,real
27527.wav,fake
27528.wav,fake
27529.wav,real
27530.wav,fake
27531.wav,fake
27532.wav,real
27533.wav,real
27534.wav,real
27535.wav,real
27536.wav,real
27537.wav,fake
27538.wav,real
27539.wav,real
27540.wav,fake
27541.wav,fake
27542.wav,fake
27543.wav,real
27544.wav,fake
27545.wav,real
27546.wav,real
27547.wav,real
27548.wav,fake
27549.wav,fake
27550.wav,fake
27551.wav,fake
27552.wav,real
27553.wav,real
27554.wav,fake
27555.wav,real
27556.wav,real
27557.wav,real
27558.wav,real
27559.wav,fake
27560.wav,real
27561.wav,fake
27562.wav,fake
27563.wav,real
27564.wav,real
27565.wav,real
27566.wav,fake
27567.wav,real
27568.wav,real
27569.wav,real
27570.wav,real
27571.wav,real
27572.wav,real
27573.wav,fake
27574.wav,real
27575.wav,real
27576.wav,fake
27577.wav,real
27578.wav,real
27579.wav,real
27580.wav,real
27581.wav,real
27582.wav,fake
27583.wav,fake
27584.wav,real
27585.wav,real
27586.wav,fake
27587.wav,real
27588.wav,fake
27589.wav,real
27590.wav,real
27591.wav,real
27592.wav,fake
27593.wav,real
27594.wav,fake
27595.wav,real
27596.wav,real
27597.wav,fake
27598.wav,real
27599.wav,fake
27600.wav,fake
27601.wav,real
27602.wav,real
27603.wav,real
27604.wav,real
27605.wav,real
27606.wav,fake
27607.wav,real
27608.wav,fake
27609.wav,real
27610.wav,real
27611.wav,real
27612.wav,real
27613.wav,fake
27614.wav,fake
27615.wav,real
27616.wav,real
27617.wav,fake
27618.wav,real
27619.wav,fake
27620.wav,real
27621.wav,fake
27622.wav,real
27623.wav,fake
27624.wav,real
27625.wav,real
27626.wav,real
27627.wav,real
27628.wav,real
27629.wav,real
27630.wav,real
27631.wav,fake
27632.wav,real
27633.wav,real
27634.wav,fake
27635.wav,real
27636.wav,real
27637.wav,real
27638.wav,real
27639.wav,fake
27640.wav,real
27641.wav,real
27642.wav,real
27643.wav,fake
27644.wav,fake
27645.wav,fake
27646.wav,real
27647.wav,fake
27648.wav,real
27649.wav,fake
27650.wav,fake
27651.wav,real
27652.wav,real
27653.wav,real
27654.wav,fake
27655.wav,real
27656.wav,fake
27657.wav,fake
27658.wav,real
27659.wav,fake
27660.wav,fake
27661.wav,real
27662.wav,real
27663.wav,fake
27664.wav,fake
27665.wav,real
27666.wav,real
27667.wav,real
27668.wav,real
27669.wav,real
27670.wav,real
27671.wav,real
27672.wav,real
27673.wav,real
27674.wav,fake
27675.wav,real
27676.wav,real
27677.wav,fake
27678.wav,real
27679.wav,fake
27680.wav,real
27681.wav,real
27682.wav,fake
27683.wav,real
27684.wav,fake
27685.wav,real
27686.wav,real
27687.wav,real
27688.wav,real
27689.wav,fake
27690.wav,fake
27691.wav,real
27692.wav,real
27693.wav,real
27694.wav,fake
27695.wav,real
27696.wav,real
27697.wav,fake
27698.wav,real
27699.wav,real
27700.wav,real
27701.wav,real
27702.wav,real
27703.wav,fake
27704.wav,fake
27705.wav,real
27706.wav,real
27707.wav,real
27708.wav,fake
27709.wav,fake
27710.wav,real
27711.wav,real
27712.wav,real
27713.wav,real
27714.wav,real
27715.wav,fake
27716.wav,real
27717.wav,fake
27718.wav,real
27719.wav,real
27720.wav,real
27721.wav,fake
27722.wav,real
27723.wav,real
27724.wav,fake
27725.wav,fake
27726.wav,real
27727.wav,real
27728.wav,fake
27729.wav,real
27730.wav,fake
27731.wav,fake
27732.wav,real
27733.wav,real
27734.wav,real
27735.wav,real
27736.wav,real
27737.wav,real
27738.wav,real
27739.wav,real
27740.wav,real
27741.wav,fake
27742.wav,real
27743.wav,real
27744.wav,real
27745.wav,real
27746.wav,real
27747.wav,real
27748.wav,real
27749.wav,real
27750.wav,real
27751.wav,real
27752.wav,fake
27753.wav,fake
27754.wav,fake
27755.wav,fake
27756.wav,real
27757.wav,real
27758.wav,real
27759.wav,real
27760.wav,fake
27761.wav,real
27762.wav,fake
27763.wav,real
27764.wav,fake
27765.wav,real
27766.wav,real
27767.wav,fake
27768.wav,fake
27769.wav,fake
27770.wav,real
27771.wav,fake
27772.wav,real
27773.wav,fake
27774.wav,real
27775.wav,real
27776.wav,real
27777.wav,fake
27778.wav,real
27779.wav,fake
27780.wav,fake
27781.wav,fake
27782.wav,real
27783.wav,real
27784.wav,real
27785.wav,fake
27786.wav,real
27787.wav,real
27788.wav,fake
27789.wav,fake
27790.wav,real
27791.wav,real
27792.wav,fake
27793.wav,fake
27794.wav,real
27795.wav,fake
27796.wav,fake
27797.wav,real
27798.wav,real
27799.wav,real
27800.wav,real
27801.wav,real
27802.wav,real
27803.wav,real
27804.wav,real
27805.wav,fake
27806.wav,fake
27807.wav,real
27808.wav,real
27809.wav,real
27810.wav,fake
27811.wav,real
27812.wav,real
27813.wav,real
27814.wav,real
27815.wav,fake
27816.wav,real
27817.wav,real
27818.wav,real
27819.wav,fake
27820.wav,real
27821.wav,real
27822.wav,real
27823.wav,real
27824.wav,real
27825.wav,real
27826.wav,fake
27827.wav,real
27828.wav,real
27829.wav,real
27830.wav,real
27831.wav,real
27832.wav,real
27833.wav,real
27834.wav,real
27835.wav,fake
27836.wav,fake
27837.wav,fake
27838.wav,fake
27839.wav,real
27840.wav,real
27841.wav,fake
27842.wav,fake
27843.wav,real
27844.wav,real
27845.wav,real
27846.wav,real
27847.wav,real
27848.wav,fake
27849.wav,real
27850.wav,real
27851.wav,fake
27852.wav,real
27853.wav,real
27854.wav,real
27855.wav,fake
27856.wav,fake
27857.wav,real
27858.wav,fake
27859.wav,fake
27860.wav,real
27861.wav,real
27862.wav,real
27863.wav,real
27864.wav,fake
27865.wav,real
27866.wav,real
27867.wav,real
27868.wav,real
27869.wav,fake
27870.wav,fake
27871.wav,fake
27872.wav,fake
27873.wav,real
27874.wav,real
27875.wav,real
27876.wav,real
27877.wav,real
27878.wav,fake
27879.wav,real
27880.wav,fake
27881.wav,real
27882.wav,real
27883.wav,real
27884.wav,fake
27885.wav,fake
27886.wav,fake
27887.wav,fake
27888.wav,fake
27889.wav,fake
27890.wav,real
27891.wav,real
27892.wav,real
27893.wav,real
27894.wav,fake
27895.wav,real
27896.wav,fake
27897.wav,fake
27898.wav,fake
27899.wav,real
27900.wav,real
27901.wav,real
27902.wav,fake
27903.wav,real
27904.wav,real
27905.wav,real
27906.wav,fake
27907.wav,fake
27908.wav,fake
27909.wav,fake
27910.wav,real
27911.wav,real
27912.wav,real
27913.wav,real
27914.wav,real
27915.wav,fake
27916.wav,fake
27917.wav,fake
27918.wav,fake
27919.wav,fake
27920.wav,fake
27921.wav,fake
27922.wav,real
27923.wav,fake
27924.wav,real
27925.wav,fake
27926.wav,real
27927.wav,fake
27928.wav,real
27929.wav,fake
27930.wav,fake
27931.wav,real
27932.wav,real
27933.wav,real
27934.wav,fake
27935.wav,real
27936.wav,fake
27937.wav,real
27938.wav,fake
27939.wav,fake
27940.wav,real
27941.wav,fake
27942.wav,fake
27943.wav,real
27944.wav,fake
27945.wav,real
27946.wav,real
27947.wav,real
27948.wav,fake
27949.wav,real
27950.wav,real
27951.wav,real
27952.wav,fake
27953.wav,fake
27954.wav,real
27955.wav,real
27956.wav,real
27957.wav,real
27958.wav,fake
27959.wav,real
27960.wav,real
27961.wav,fake
27962.wav,fake
27963.wav,fake
27964.wav,real
27965.wav,real
27966.wav,fake
27967.wav,real
27968.wav,fake
27969.wav,real
27970.wav,fake
27971.wav,real
27972.wav,real
27973.wav,real
27974.wav,fake
27975.wav,fake
27976.wav,real
27977.wav,real
27978.wav,fake
27979.wav,real
27980.wav,fake
27981.wav,real
27982.wav,fake
27983.wav,real
27984.wav,real
27985.wav,real
27986.wav,real
27987.wav,real
27988.wav,real
27989.wav,real
27990.wav,real
27991.wav,fake
27992.wav,real
27993.wav,real
27994.wav,real
27995.wav,fake
27996.wav,real
27997.wav,fake
27998.wav,fake
27999.wav,fake
28000.wav,real
28001.wav,real
28002.wav,fake
28003.wav,real
28004.wav,real
28005.wav,real
28006.wav,fake
28007.wav,real
28008.wav,fake
28009.wav,fake
28010.wav,real
28011.wav,real
28012.wav,real
28013.wav,fake
28014.wav,real
28015.wav,fake
28016.wav,real
28017.wav,real
28018.wav,real
28019.wav,fake
28020.wav,real
28021.wav,real
28022.wav,fake
28023.wav,fake
28024.wav,real
28025.wav,real
28026.wav,real
28027.wav,real
28028.wav,real
28029.wav,real
28030.wav,real
28031.wav,real
28032.wav,fake
28033.wav,fake
28034.wav,real
28035.wav,real
28036.wav,real
28037.wav,fake
28038.wav,fake
28039.wav,real
28040.wav,real
28041.wav,fake
28042.wav,real
28043.wav,real
28044.wav,fake
28045.wav,real
28046.wav,real
28047.wav,fake
28048.wav,real
28049.wav,fake
28050.wav,real
28051.wav,real
28052.wav,fake
28053.wav,real
28054.wav,real
28055.wav,fake
28056.wav,real
28057.wav,fake
28058.wav,fake
28059.wav,real
28060.wav,fake
28061.wav,real
28062.wav,fake
28063.wav,real
28064.wav,fake
28065.wav,real
28066.wav,real
28067.wav,real
28068.wav,real
28069.wav,fake
28070.wav,fake
28071.wav,real
28072.wav,real
28073.wav,fake
28074.wav,fake
28075.wav,real
28076.wav,fake
28077.wav,real
28078.wav,real
28079.wav,real
28080.wav,real
28081.wav,real
28082.wav,real
28083.wav,real
28084.wav,real
28085.wav,real
28086.wav,fake
28087.wav,real
28088.wav,real
28089.wav,fake
28090.wav,real
28091.wav,real
28092.wav,fake
28093.wav,fake
28094.wav,real
28095.wav,real
28096.wav,fake
28097.wav,real
28098.wav,real
28099.wav,real
28100.wav,fake
28101.wav,real
28102.wav,real
28103.wav,real
28104.wav,real
28105.wav,real
28106.wav,real
28107.wav,real
28108.wav,real
28109.wav,fake
28110.wav,real
28111.wav,fake
28112.wav,real
28113.wav,real
28114.wav,fake
28115.wav,fake
28116.wav,fake
28117.wav,real
28118.wav,fake
28119.wav,real
28120.wav,real
28121.wav,fake
28122.wav,real
28123.wav,real
28124.wav,real
28125.wav,real
28126.wav,real
28127.wav,real
28128.wav,fake
28129.wav,real
28130.wav,real
28131.wav,real
28132.wav,fake
28133.wav,fake
28134.wav,real
28135.wav,real
28136.wav,real
28137.wav,real
28138.wav,fake
28139.wav,fake
28140.wav,real
28141.wav,real
28142.wav,fake
28143.wav,real
28144.wav,real
28145.wav,fake
28146.wav,real
28147.wav,fake
28148.wav,fake
28149.wav,real
28150.wav,real
28151.wav,real
28152.wav,real
28153.wav,fake
28154.wav,real
28155.wav,real
28156.wav,real
28157.wav,real
28158.wav,real
28159.wav,real
28160.wav,fake
28161.wav,fake
28162.wav,real
28163.wav,real
28164.wav,real
28165.wav,real
28166.wav,real
28167.wav,real
28168.wav,real
28169.wav,real
28170.wav,real
28171.wav,real
28172.wav,real
28173.wav,fake
28174.wav,fake
28175.wav,real
28176.wav,real
28177.wav,fake
28178.wav,real
28179.wav,fake
28180.wav,real
28181.wav,fake
28182.wav,real
28183.wav,real
28184.wav,fake
28185.wav,real
28186.wav,fake
28187.wav,real
28188.wav,fake
28189.wav,real
28190.wav,fake
28191.wav,real
28192.wav,real
28193.wav,real
28194.wav,real
28195.wav,real
28196.wav,fake
28197.wav,fake
28198.wav,fake
28199.wav,fake
28200.wav,real
28201.wav,fake
28202.wav,fake
28203.wav,real
28204.wav,fake
28205.wav,real
28206.wav,real
28207.wav,fake
28208.wav,real
28209.wav,real
28210.wav,fake
28211.wav,real
28212.wav,real
28213.wav,real
28214.wav,real
28215.wav,fake
28216.wav,real
28217.wav,real
28218.wav,real
28219.wav,real
28220.wav,fake
28221.wav,real
28222.wav,fake
28223.wav,real
28224.wav,real
28225.wav,real
28226.wav,real
28227.wav,real
28228.wav,real
28229.wav,real
28230.wav,fake
28231.wav,real
28232.wav,real
28233.wav,fake
28234.wav,real
28235.wav,fake
28236.wav,real
28237.wav,fake
28238.wav,fake
28239.wav,real
28240.wav,real
28241.wav,fake
28242.wav,fake
28243.wav,real
28244.wav,real
28245.wav,real
28246.wav,real
28247.wav,real
28248.wav,fake
28249.wav,fake
28250.wav,real
28251.wav,fake
28252.wav,real
28253.wav,real
28254.wav,real
28255.wav,real
28256.wav,real
28257.wav,real
28258.wav,real
28259.wav,real
28260.wav,real
28261.wav,real
28262.wav,real
28263.wav,fake
28264.wav,real
28265.wav,real
28266.wav,fake
28267.wav,fake
28268.wav,real
28269.wav,fake
28270.wav,real
28271.wav,real
28272.wav,fake
28273.wav,fake
28274.wav,fake
28275.wav,fake
28276.wav,fake
28277.wav,real
28278.wav,real
28279.wav,real
28280.wav,fake
28281.wav,fake
28282.wav,real
28283.wav,real
28284.wav,fake
28285.wav,fake
28286.wav,real
28287.wav,real
28288.wav,real
28289.wav,real
28290.wav,real
28291.wav,real
28292.wav,fake
28293.wav,real
28294.wav,real
28295.wav,fake
28296.wav,fake
28297.wav,real
28298.wav,real
28299.wav,fake
28300.wav,real
28301.wav,fake
28302.wav,real
28303.wav,fake
28304.wav,real
28305.wav,fake
28306.wav,fake
28307.wav,real
28308.wav,real
28309.wav,real
28310.wav,real
28311.wav,real
28312.wav,fake
28313.wav,real
28314.wav,fake
28315.wav,real
28316.wav,real
28317.wav,fake
28318.wav,real
28319.wav,real
28320.wav,real
28321.wav,real
28322.wav,real
28323.wav,fake
28324.wav,real
28325.wav,real
28326.wav,real
28327.wav,real
28328.wav,fake
28329.wav,real
28330.wav,fake
28331.wav,real
28332.wav,fake
28333.wav,real
28334.wav,real
28335.wav,real
28336.wav,fake
28337.wav,real
28338.wav,real
28339.wav,fake
28340.wav,real
28341.wav,real
28342.wav,real
28343.wav,real
28344.wav,real
28345.wav,real
28346.wav,real
28347.wav,real
28348.wav,real
28349.wav,real
28350.wav,fake
28351.wav,real
28352.wav,fake
28353.wav,fake
28354.wav,real
28355.wav,real
28356.wav,real
28357.wav,real
28358.wav,real
28359.wav,real
28360.wav,real
28361.wav,fake
28362.wav,real
28363.wav,real
28364.wav,real
28365.wav,fake
28366.wav,fake
28367.wav,fake
28368.wav,real
28369.wav,fake
28370.wav,real
28371.wav,fake
28372.wav,real
28373.wav,fake
28374.wav,fake
28375.wav,fake
28376.wav,fake
28377.wav,fake
28378.wav,real
28379.wav,real
28380.wav,real
28381.wav,fake
28382.wav,real
28383.wav,real
28384.wav,real
28385.wav,real
28386.wav,real
28387.wav,fake
28388.wav,fake
28389.wav,real
28390.wav,real
28391.wav,real
28392.wav,fake
28393.wav,fake
28394.wav,real
28395.wav,fake
